student_id,age,gender,course,previous_semester_gpa,study_hours_per_day,attendance_percentage,sleep_hours_per_day,assignment_completion_rate,study_medium,exam_difficulty,social_media_hours_per_day,analytical_skill,communication_skill,technical_skill,leadership_skill,creativity_skill,final_exam_score,career_path
675,22,Female,BA,5.01,4.0,91,8.3,average,coaching,easy,0.0,good,outstanding,poor,outstanding,good,85.31,Business
676,22,Female,BSc,7.63,2.5,69,4.9,average,coaching,easy,0.8,good,average,outstanding,good,outstanding,77.16,Technology
677,24,Female,BSc,8.59,9.9,89,7.7,outstanding,self-study,easy,4.2,outstanding,average,poor,good,good,95.0,Research
678,22,Male,BCA,9.39,5.0,72,4.1,good,self-study,hard,2.2,average,poor,poor,outstanding,poor,95.0,Public Service
679,22,Male,BTech,5.54,5.9,82,5.6,average,coaching,easy,0.3,average,outstanding,average,average,poor,86.04,Public Service
680,24,Female,BA,7.03,9.2,88,4.1,outstanding,coaching,moderate,1.5,average,poor,good,average,average,95.0,Public Service
681,21,Female,BSc,7.09,6.6,73,6.4,outstanding,group-study,hard,0.0,poor,average,outstanding,poor,good,95.0,Creative
682,20,Male,BSc,7.5,5.6,78,5.5,good,online,moderate,1.9,outstanding,poor,average,average,good,95.0,Creative
683,23,Male,BCA,8.27,5.6,78,5.6,good,coaching,hard,6.0,good,outstanding,poor,average,outstanding,95.0,Creative
684,23,Male,BBA,5.39,6.3,80,4.2,outstanding,coaching,easy,0.0,good,outstanding,outstanding,poor,outstanding,86.56,Technology
685,19,Male,BSc,7.86,2.8,79,6.2,poor,group-study,moderate,0.0,outstanding,average,poor,poor,average,89.24,Public Service
686,22,Male,BSc,6.83,3.0,74,8.0,poor,self-study,moderate,0.0,outstanding,poor,poor,poor,outstanding,83.32,Creative
687,18,Female,BBA,5.68,6.3,73,4.6,outstanding,coaching,easy,0.0,outstanding,average,good,outstanding,poor,95.0,Technology
688,18,Male,BTech,6.3,7.9,91,7.7,outstanding,group-study,easy,3.7,poor,average,average,outstanding,poor,95.0,Public Service
689,22,Male,BBA,5.92,2.0,58,6.3,average,online,moderate,3.3,good,poor,average,good,average,61.56,Public Service
690,24,Female,BSc,9.52,7.0,82,4.5,outstanding,online,moderate,5.7,poor,outstanding,poor,average,average,95.0,Public Service
691,21,Female,BTech,5.03,5.7,82,8.4,good,online,moderate,4.8,good,poor,good,good,average,76.81,Technology
692,24,Male,BCA,8.66,6.0,88,4.7,good,group-study,easy,4.4,good,outstanding,poor,average,outstanding,90.5,Creative
693,19,Male,BBA,6.27,8.9,81,7.7,outstanding,online,moderate,0.2,good,good,outstanding,average,outstanding,95.0,Technology
694,23,Female,BA,9.42,3.6,90,5.2,average,coaching,moderate,0.0,poor,poor,outstanding,poor,good,95.0,Creative
695,20,Male,BCA,7.5,3.9,83,5.1,average,online,easy,3.3,outstanding,poor,outstanding,good,poor,83.47,Technology
696,18,Female,BCom,6.66,3.1,58,5.0,average,online,moderate,1.5,average,poor,poor,poor,good,72.23,Creative
697,18,Male,BTech,8.69,8.9,86,8.3,outstanding,online,moderate,2.6,outstanding,good,outstanding,good,outstanding,95.0,Technology
698,23,Female,BCom,9.59,4.7,63,8.5,average,coaching,easy,0.0,poor,poor,average,outstanding,poor,95.0,Public Service
699,24,Female,BA,7.56,2.9,73,6.8,poor,coaching,moderate,1.5,poor,outstanding,poor,good,outstanding,75.24,Business
700,21,Male,BBA,5.35,1.2,76,4.4,poor,self-study,easy,6.9,average,poor,average,average,average,50.79,Public Service
701,20,Female,BSc,6.15,4.1,73,8.7,good,self-study,hard,0.0,average,average,good,good,poor,91.12,Public Service
702,22,Female,BBA,5.76,9.6,86,7.4,outstanding,coaching,easy,1.6,poor,average,average,poor,poor,95.0,Public Service
703,18,Female,BCom,7.41,0.5,94,7.4,poor,self-study,hard,2.8,outstanding,poor,poor,poor,average,69.31,Public Service
704,20,Female,BTech,6.43,7.5,92,5.1,good,online,moderate,0.0,average,average,poor,good,poor,95.0,Public Service
705,24,Female,BSc,7.73,7.5,100,6.2,outstanding,group-study,easy,0.0,outstanding,average,poor,poor,outstanding,95.0,Creative
706,18,Male,BA,8.43,6.8,73,6.4,outstanding,group-study,moderate,2.5,outstanding,poor,good,outstanding,poor,95.0,Technology
707,19,Female,BSc,9.32,6.5,75,7.0,good,self-study,moderate,1.1,outstanding,outstanding,good,outstanding,good,92.21,Technology
708,23,Male,BTech,8.74,1.0,75,5.5,poor,self-study,moderate,1.6,outstanding,good,good,good,outstanding,84.03,Technology
709,23,Male,BA,7.12,8.0,96,5.2,good,group-study,easy,0.0,outstanding,outstanding,average,average,outstanding,95.0,Creative
710,20,Female,BSc,9.54,0.6,66,8.1,average,self-study,moderate,1.6,outstanding,average,good,outstanding,good,95.0,Technology
711,18,Male,BTech,7.78,7.0,83,8.9,outstanding,coaching,hard,0.0,good,outstanding,outstanding,poor,good,95.0,Technology
712,23,Male,BBA,7.19,6.4,69,8.0,outstanding,self-study,easy,0.0,average,poor,good,outstanding,outstanding,95.0,Creative
713,19,Male,BCA,5.89,7.4,81,8.9,outstanding,coaching,moderate,1.9,average,good,average,good,poor,95.0,Business
714,20,Male,BCA,9.73,6.7,80,5.9,good,group-study,moderate,0.0,outstanding,good,average,poor,poor,95.0,Research
715,24,Female,BBA,7.01,5.6,89,5.8,average,coaching,hard,3.5,average,poor,poor,poor,average,93.55,Public Service
716,20,Male,BBA,8.36,8.4,78,6.5,outstanding,group-study,moderate,5.3,poor,poor,outstanding,average,average,95.0,Public Service
717,24,Female,BCom,8.75,5.1,85,5.0,good,coaching,hard,2.0,poor,outstanding,average,average,poor,95.0,Public Service
718,21,Male,BBA,7.16,1.7,73,6.3,average,self-study,moderate,5.0,average,poor,poor,average,poor,73.17,Public Service
719,21,Female,BTech,7.64,3.7,100,7.4,good,online,moderate,1.2,outstanding,poor,average,average,poor,95.0,Public Service
720,21,Female,BCom,9.14,5.2,78,6.3,average,online,hard,1.6,good,poor,good,poor,poor,95.0,Technology
721,21,Male,BCom,5.91,6.9,72,8.8,outstanding,coaching,hard,3.7,good,outstanding,poor,poor,poor,95.0,Public Service
722,21,Female,BSc,7.59,7.1,69,4.0,good,group-study,hard,5.1,average,good,good,good,average,95.0,Business
723,21,Female,BBA,8.32,7.6,76,7.9,outstanding,coaching,moderate,4.4,poor,poor,good,poor,poor,95.0,Public Service
724,24,Male,BSc,7.8,0.8,63,7.4,poor,self-study,moderate,4.3,outstanding,poor,average,average,good,69.42,Creative
725,18,Male,BTech,5.04,6.0,91,8.2,average,group-study,moderate,3.6,average,outstanding,outstanding,poor,poor,86.31,Public Service
726,21,Male,BCom,7.4,4.9,62,8.8,good,group-study,easy,4.3,poor,good,average,poor,outstanding,92.88,Creative
727,23,Female,BA,5.52,2.4,60,6.0,poor,group-study,moderate,6.5,outstanding,poor,poor,poor,good,48.24,Creative
728,19,Male,BSc,6.83,3.6,58,8.1,good,online,hard,2.7,poor,poor,average,good,average,90.01,Public Service
729,20,Female,BCA,5.09,4.8,75,8.5,good,group-study,easy,0.0,outstanding,poor,good,poor,average,90.45,Technology
730,21,Male,BBA,5.48,6.8,79,7.8,good,self-study,moderate,4.8,poor,poor,outstanding,average,poor,60.39,Public Service
731,24,Male,BCom,9.2,5.8,95,5.4,good,group-study,hard,0.0,poor,good,poor,outstanding,average,95.0,Business
732,20,Female,BCom,8.8,2.7,62,6.8,poor,self-study,moderate,6.7,good,poor,good,poor,poor,72.69,Technology
733,23,Male,BBA,8.75,1.7,63,8.0,average,self-study,hard,5.2,poor,average,average,outstanding,good,82.55,Creative
734,19,Male,BA,6.57,4.0,64,6.3,good,coaching,moderate,0.0,poor,outstanding,average,poor,poor,91.17,Public Service
735,21,Female,BCom,6.02,0.6,64,7.2,average,self-study,hard,3.5,average,outstanding,outstanding,average,outstanding,66.03,Creative
736,19,Female,BCom,7.61,6.3,81,8.2,good,online,moderate,0.1,average,average,average,average,poor,95.0,Public Service
737,20,Female,BSc,9.12,4.8,90,7.8,good,group-study,moderate,2.9,outstanding,good,poor,outstanding,good,95.0,Business
738,24,Female,BTech,9.79,5.3,96,4.6,average,coaching,easy,3.0,outstanding,poor,average,poor,average,95.0,Research
739,23,Female,BSc,5.27,4.5,85,7.0,average,group-study,hard,6.3,poor,poor,average,average,outstanding,70.28,Creative
740,23,Male,BSc,8.76,8.0,85,7.1,outstanding,coaching,moderate,0.0,average,outstanding,poor,poor,good,95.0,Creative
741,21,Female,BA,9.0,2.8,84,4.5,average,online,easy,0.0,poor,average,good,good,poor,93.17,Public Service
742,18,Female,BA,8.29,2.3,85,7.7,average,group-study,easy,2.9,outstanding,poor,good,average,outstanding,88.49,Technology
743,20,Female,BBA,9.75,5.9,64,8.7,good,coaching,easy,0.0,poor,outstanding,poor,poor,poor,95.0,Public Service
744,22,Female,BTech,8.39,0.9,77,7.2,average,self-study,hard,2.1,average,average,good,poor,good,74.11,Creative
745,23,Male,BCom,5.25,5.9,72,7.0,good,online,hard,0.0,good,outstanding,average,outstanding,outstanding,86.96,Business
746,22,Male,BSc,9.54,8.5,88,4.8,outstanding,group-study,easy,0.0,good,poor,outstanding,good,poor,95.0,Technology
747,20,Female,BCA,8.8,2.4,84,8.3,poor,coaching,easy,2.5,poor,outstanding,average,good,poor,81.08,Business
748,20,Female,BTech,9.18,3.8,73,5.9,average,group-study,hard,0.1,good,poor,good,average,good,95.0,Technology
749,20,Female,BSc,7.27,4.3,73,4.5,good,online,hard,5.8,poor,poor,outstanding,average,average,79.79,Public Service
750,23,Male,BSc,6.57,2.4,66,4.1,poor,self-study,moderate,3.9,good,poor,average,poor,outstanding,68.39,Creative
751,19,Male,BCA,9.07,8.9,81,5.8,outstanding,group-study,hard,4.2,average,average,average,poor,average,95.0,Public Service
752,19,Female,BTech,7.24,7.0,74,6.4,outstanding,coaching,easy,3.2,good,poor,outstanding,good,poor,95.0,Technology
753,19,Female,BSc,7.48,6.4,92,4.8,good,online,hard,0.3,average,average,outstanding,good,average,95.0,Public Service
754,22,Female,BA,6.44,8.5,93,5.9,good,online,hard,0.9,outstanding,outstanding,average,poor,average,95.0,Public Service
755,21,Female,BCom,7.54,3.2,75,8.5,average,self-study,hard,0.3,good,good,average,poor,outstanding,93.29,Creative
756,23,Female,BBA,8.46,8.4,91,7.5,good,self-study,hard,1.7,outstanding,poor,poor,outstanding,outstanding,95.0,Research
757,21,Male,BCom,6.66,4.7,74,4.6,good,group-study,easy,0.0,good,average,average,good,poor,95.0,Public Service
758,21,Male,BCA,7.79,5.2,79,9.0,good,online,moderate,0.0,average,poor,average,good,outstanding,95.0,Creative
759,18,Male,BSc,9.75,5.9,71,4.3,good,group-study,moderate,2.6,outstanding,poor,outstanding,good,average,95.0,Technology
760,19,Male,BTech,6.23,2.7,71,7.8,average,online,easy,4.4,outstanding,good,average,average,average,71.64,Public Service
761,23,Female,BTech,6.74,6.7,81,4.4,good,self-study,moderate,1.9,poor,poor,poor,outstanding,average,85.38,Public Service
762,24,Female,BA,5.11,9.3,96,5.1,good,online,hard,2.0,outstanding,average,average,average,average,94.42,Public Service
763,20,Female,BCA,8.01,4.8,92,6.0,average,group-study,easy,6.1,poor,good,good,good,poor,77.28,Business
764,23,Female,BSc,7.59,8.8,74,4.3,good,self-study,moderate,1.5,good,good,average,average,average,95.0,Public Service
765,22,Male,BA,9.69,1.9,88,8.4,average,self-study,easy,2.6,average,good,good,poor,outstanding,95.0,Creative
766,21,Male,BSc,6.01,1.1,77,6.0,average,online,hard,2.3,poor,average,good,average,outstanding,67.16,Creative
767,22,Female,BA,7.52,4.6,83,4.0,good,group-study,easy,3.0,good,average,poor,good,outstanding,82.79,Creative
768,19,Female,BTech,7.73,8.2,81,8.2,good,group-study,hard,0.1,average,outstanding,average,poor,outstanding,95.0,Creative
769,18,Male,BCA,5.17,8.7,77,5.0,outstanding,coaching,moderate,3.7,outstanding,average,good,average,good,90.28,Technology
770,20,Male,BCA,5.93,9.5,94,7.0,outstanding,group-study,hard,2.2,outstanding,good,outstanding,poor,poor,95.0,Technology
771,18,Female,BSc,8.65,6.0,83,6.1,average,self-study,moderate,0.0,average,good,good,poor,good,95.0,Creative
772,21,Female,BBA,9.04,8.2,100,5.3,outstanding,self-study,moderate,0.4,good,good,poor,poor,average,95.0,Public Service
773,20,Female,BA,6.05,2.4,85,8.1,average,online,hard,3.4,average,good,poor,average,outstanding,80.43,Creative
774,19,Male,BA,5.15,7.4,75,8.2,outstanding,group-study,easy,0.0,average,poor,good,good,good,95.0,Creative
775,20,Female,BCom,8.98,8.1,88,6.6,good,group-study,easy,5.4,outstanding,average,outstanding,outstanding,average,95.0,Technology
776,24,Female,BSc,8.97,6.4,69,8.8,outstanding,group-study,easy,5.8,good,good,poor,poor,poor,95.0,Public Service
777,22,Female,BSc,6.0,8.7,94,5.5,outstanding,coaching,hard,1.9,average,good,outstanding,outstanding,good,93.68,Business
778,19,Male,BCom,9.25,0.8,73,4.7,poor,coaching,moderate,3.6,good,outstanding,average,poor,average,63.07,Public Service
779,22,Female,BA,6.15,6.4,73,5.0,outstanding,online,hard,4.5,poor,good,outstanding,average,average,80.09,Public Service
780,18,Female,BCom,9.02,5.3,88,6.0,good,self-study,moderate,3.1,average,good,poor,average,good,95.0,Creative
781,20,Male,BSc,7.87,6.9,80,5.2,good,group-study,hard,3.3,average,poor,good,good,average,95.0,Public Service
782,21,Female,BBA,7.06,6.9,100,4.1,good,self-study,moderate,2.7,good,good,outstanding,good,poor,86.08,Technology
783,22,Male,BCom,5.29,3.0,63,7.6,poor,coaching,easy,0.9,poor,poor,good,average,outstanding,62.46,Creative
784,23,Female,BA,5.5,6.8,100,5.9,good,group-study,hard,2.5,good,poor,poor,average,average,94.51,Public Service
785,22,Female,BCom,7.67,5.5,76,8.3,average,self-study,easy,1.3,outstanding,good,good,good,good,95.0,Technology
786,20,Male,BCom,9.76,3.3,86,5.5,good,coaching,easy,4.0,poor,poor,outstanding,outstanding,average,95.0,Public Service
787,21,Male,BCom,7.38,9.9,86,4.5,outstanding,online,hard,5.0,poor,good,average,outstanding,good,95.0,Business
788,19,Male,BTech,6.3,8.7,79,8.9,good,coaching,moderate,0.0,poor,poor,average,good,poor,95.0,Public Service
789,21,Male,BCom,5.42,6.6,67,5.5,good,coaching,hard,0.4,good,outstanding,average,good,poor,64.24,Business
790,20,Male,BTech,7.48,7.3,77,6.3,outstanding,self-study,hard,1.8,average,average,good,poor,average,95.0,Public Service
791,21,Female,BCA,7.3,5.1,84,4.1,good,online,easy,5.8,good,outstanding,outstanding,good,poor,77.57,Technology
792,18,Male,BCA,6.66,9.8,77,5.7,outstanding,coaching,easy,0.4,outstanding,average,average,outstanding,average,95.0,Public Service
793,22,Male,BBA,7.5,8.6,77,6.3,good,group-study,easy,4.4,outstanding,good,good,poor,average,95.0,Technology
794,23,Male,BCA,9.21,5.1,80,4.2,good,group-study,easy,2.5,poor,good,poor,average,outstanding,95.0,Creative
795,19,Female,BSc,8.7,2.4,65,8.5,average,coaching,hard,2.2,poor,poor,good,outstanding,outstanding,91.83,Creative
796,22,Male,BBA,5.53,4.0,64,4.5,good,group-study,moderate,0.6,poor,poor,good,good,outstanding,81.03,Creative
797,21,Female,BCA,9.76,2.0,84,6.8,poor,online,easy,6.4,poor,outstanding,poor,outstanding,outstanding,85.49,Business
798,20,Male,BSc,9.69,1.2,77,6.2,average,group-study,moderate,2.2,poor,poor,poor,poor,poor,95.0,Public Service
799,22,Female,BCom,6.03,3.7,91,7.6,good,self-study,hard,0.0,outstanding,average,average,outstanding,good,82.18,Creative
800,24,Male,BBA,6.3,0.7,71,4.4,average,coaching,hard,1.1,poor,poor,poor,poor,poor,63.45,Public Service
801,19,Male,BBA,9.63,3.5,76,6.1,average,online,easy,0.0,poor,good,good,outstanding,average,95.0,Business
802,20,Male,BSc,7.79,2.9,86,6.7,poor,self-study,hard,0.5,average,average,average,good,average,85.81,Public Service
803,21,Male,BSc,7.6,6.0,66,6.6,average,online,easy,6.2,outstanding,outstanding,good,outstanding,good,90.89,Technology
804,24,Female,BCA,5.15,3.6,83,7.8,average,self-study,moderate,2.0,average,good,outstanding,poor,average,85.4,Public Service
805,19,Male,BBA,9.62,6.2,94,4.8,outstanding,online,hard,0.0,poor,poor,average,average,poor,95.0,Public Service
806,24,Female,BCA,9.34,8.1,86,6.5,good,group-study,easy,0.0,poor,average,good,average,average,95.0,Public Service
807,19,Female,BSc,7.61,6.9,63,6.2,good,group-study,easy,0.0,average,outstanding,poor,average,outstanding,95.0,Creative
808,23,Male,BTech,6.31,4.7,82,6.6,good,coaching,hard,2.6,good,outstanding,good,poor,poor,74.59,Technology
809,21,Male,BCA,8.23,9.3,95,9.0,good,online,easy,3.5,poor,poor,outstanding,poor,good,95.0,Creative
810,20,Male,BCom,6.56,8.1,84,5.8,outstanding,coaching,hard,4.4,average,average,poor,poor,average,95.0,Public Service
811,22,Female,BTech,9.52,9.4,76,7.1,outstanding,self-study,hard,4.3,poor,outstanding,poor,poor,good,95.0,Creative
812,20,Male,BBA,8.88,8.1,80,9.0,good,group-study,easy,1.7,outstanding,poor,poor,good,poor,95.0,Research
813,24,Female,BSc,7.91,0.8,73,8.8,poor,coaching,moderate,0.7,average,good,good,poor,outstanding,79.15,Creative
814,19,Male,BBA,8.7,7.8,97,7.7,outstanding,group-study,hard,3.1,poor,average,good,outstanding,poor,95.0,Public Service
815,22,Female,BA,8.05,1.3,68,5.0,poor,group-study,hard,4.3,average,outstanding,good,outstanding,poor,69.33,Business
816,18,Male,BBA,5.51,8.1,100,5.2,good,coaching,easy,0.3,poor,outstanding,poor,poor,average,95.0,Public Service
817,20,Female,BCA,9.03,5.4,90,4.4,average,coaching,moderate,3.9,good,good,good,outstanding,poor,95.0,Technology
818,18,Male,BBA,5.66,7.1,87,6.0,outstanding,group-study,hard,5.6,good,average,good,average,good,87.9,Technology
819,18,Male,BSc,5.71,7.3,88,6.0,good,group-study,hard,2.5,outstanding,good,outstanding,outstanding,outstanding,95.0,Technology
820,21,Male,BCom,8.31,4.0,65,5.2,good,coaching,hard,3.2,average,outstanding,average,outstanding,average,94.14,Business
821,20,Female,BA,6.73,3.2,57,6.9,good,coaching,easy,6.6,average,good,outstanding,good,poor,75.79,Business
822,24,Male,BBA,6.93,2.9,79,8.6,poor,online,easy,6.7,poor,outstanding,outstanding,average,poor,69.99,Public Service
823,19,Female,BA,5.39,3.2,83,6.3,average,self-study,moderate,0.0,good,good,average,outstanding,outstanding,79.31,Business
824,22,Male,BCom,8.02,6.9,80,5.7,outstanding,online,easy,0.1,outstanding,poor,average,poor,poor,95.0,Research
825,21,Female,BCA,9.47,2.4,69,4.2,average,group-study,easy,5.5,good,good,average,good,average,72.87,Business
826,20,Male,BBA,9.75,8.5,82,6.2,outstanding,self-study,moderate,4.4,poor,outstanding,poor,average,average,95.0,Public Service
827,24,Female,BSc,9.61,3.0,78,4.9,poor,group-study,easy,3.4,outstanding,outstanding,good,outstanding,average,85.93,Technology
828,18,Male,BBA,7.24,2.1,71,5.7,poor,group-study,hard,5.9,poor,outstanding,good,average,good,57.55,Creative
829,21,Male,BTech,6.59,4.3,76,6.8,average,coaching,moderate,3.5,average,good,good,poor,poor,85.4,Public Service
830,21,Female,BBA,8.87,3.2,94,6.9,good,group-study,easy,6.4,good,good,average,poor,good,95.0,Creative
831,24,Female,BA,9.05,5.7,79,8.5,average,coaching,easy,3.7,outstanding,outstanding,poor,outstanding,good,95.0,Business
832,20,Female,BBA,7.36,7.7,95,8.8,outstanding,self-study,hard,4.8,poor,poor,average,poor,good,92.35,Creative
833,23,Male,BSc,5.7,6.0,79,6.3,good,group-study,moderate,2.2,outstanding,outstanding,poor,average,poor,82.58,Public Service
834,19,Female,BA,5.4,8.2,80,7.8,good,coaching,hard,1.2,good,average,good,good,outstanding,95.0,Technology
835,24,Male,BA,6.21,7.9,85,5.6,good,online,moderate,0.2,outstanding,good,good,average,average,95.0,Technology
836,24,Male,BBA,7.63,2.6,78,4.1,poor,group-study,easy,4.8,poor,outstanding,outstanding,poor,good,72.11,Creative
837,22,Female,BTech,7.54,4.4,80,6.3,good,group-study,hard,5.2,average,good,good,outstanding,good,84.24,Business
838,21,Male,BCA,5.33,5.9,93,4.3,average,online,moderate,2.5,average,poor,poor,good,good,79.32,Creative
839,24,Male,BSc,6.87,6.5,73,4.7,good,self-study,hard,3.0,poor,good,good,outstanding,poor,87.07,Business
840,18,Female,BCA,8.06,8.4,88,8.7,good,coaching,easy,0.0,average,outstanding,good,poor,poor,95.0,Public Service
841,21,Female,BBA,8.59,2.4,68,4.9,poor,self-study,hard,3.1,average,average,poor,poor,good,73.47,Creative
842,22,Female,BTech,6.22,4.3,68,8.5,average,online,easy,3.6,average,average,average,average,poor,81.2,Public Service
843,21,Female,BA,5.57,7.4,76,8.4,outstanding,online,moderate,1.0,outstanding,average,average,average,good,95.0,Creative
844,19,Female,BCA,8.1,3.9,62,6.3,good,coaching,moderate,1.5,good,outstanding,poor,poor,good,91.1,Creative
845,20,Male,BTech,5.83,9.4,89,6.1,good,self-study,easy,0.0,good,poor,poor,average,average,95.0,Public Service
846,18,Female,BTech,6.55,2.4,65,4.6,average,coaching,hard,2.8,poor,outstanding,average,good,outstanding,64.0,Business
847,22,Female,BA,5.95,4.9,84,7.8,good,group-study,moderate,0.0,poor,poor,good,outstanding,good,86.13,Creative
848,23,Female,BCom,6.48,1.5,69,6.9,poor,coaching,moderate,7.0,poor,average,poor,average,good,62.2,Creative
849,20,Male,BCA,7.79,6.1,73,7.0,good,self-study,moderate,1.5,average,outstanding,average,outstanding,poor,95.0,Business
850,22,Female,BCom,6.72,8.3,87,4.5,good,coaching,moderate,5.1,poor,poor,poor,good,average,88.63,Public Service
851,20,Male,BCA,5.23,8.2,84,5.3,outstanding,self-study,moderate,0.0,poor,outstanding,average,outstanding,average,94.91,Business
852,19,Male,BA,7.69,5.2,70,5.4,good,online,moderate,3.3,good,outstanding,average,good,outstanding,95.0,Business
853,23,Male,BTech,5.78,7.1,75,4.7,outstanding,coaching,moderate,2.2,good,outstanding,good,average,outstanding,84.95,Technology
854,22,Female,BBA,9.6,0.8,77,8.5,poor,self-study,hard,0.8,outstanding,outstanding,poor,poor,good,95.0,Research
855,19,Female,BCom,7.58,6.5,85,5.2,good,coaching,easy,0.0,outstanding,poor,outstanding,poor,average,95.0,Technology
856,18,Male,BTech,8.02,4.0,78,5.7,good,self-study,hard,1.7,good,outstanding,outstanding,outstanding,poor,95.0,Technology
857,19,Male,BA,7.77,3.5,69,7.6,average,self-study,easy,1.2,poor,outstanding,good,outstanding,good,90.74,Business
858,21,Male,BA,6.46,6.2,62,5.9,good,online,easy,3.9,poor,good,good,poor,poor,81.15,Public Service
859,18,Male,BSc,9.8,4.2,75,6.4,average,coaching,hard,0.7,poor,average,average,outstanding,average,95.0,Public Service
860,20,Male,BCA,6.8,4.2,78,5.9,average,group-study,hard,0.0,average,outstanding,good,poor,poor,84.6,Public Service
861,18,Female,BBA,6.06,7.7,82,6.6,outstanding,coaching,hard,3.0,good,outstanding,average,outstanding,poor,92.74,Business
862,21,Male,BCA,7.34,4.3,79,7.0,average,self-study,easy,2.9,average,good,outstanding,poor,good,95.0,Creative
863,19,Male,BCom,5.66,2.1,77,4.5,poor,online,moderate,2.5,outstanding,outstanding,good,outstanding,good,64.62,Technology
864,22,Male,BSc,6.95,6.3,68,5.9,outstanding,online,easy,5.7,outstanding,good,outstanding,good,outstanding,84.74,Technology
865,22,Male,BBA,9.72,9.2,78,6.4,outstanding,online,moderate,4.0,poor,poor,poor,poor,poor,95.0,Public Service
866,24,Male,BCA,7.72,1.6,69,7.5,poor,group-study,moderate,1.0,good,average,good,good,outstanding,83.53,Technology
867,20,Female,BA,5.32,7.1,91,5.4,good,group-study,hard,5.0,outstanding,average,average,poor,average,51.44,Public Service
868,23,Female,BTech,9.4,9.2,86,4.6,outstanding,self-study,hard,2.0,poor,outstanding,poor,average,poor,95.0,Public Service
869,19,Female,BBA,9.31,8.8,61,8.1,good,self-study,hard,1.4,outstanding,average,good,poor,average,95.0,Technology
870,24,Female,BTech,6.18,7.5,82,8.0,outstanding,online,moderate,0.0,outstanding,good,outstanding,average,average,95.0,Technology
871,19,Male,BTech,7.81,6.1,90,6.8,outstanding,self-study,moderate,2.9,outstanding,poor,outstanding,poor,outstanding,95.0,Technology
872,18,Female,BA,7.81,8.1,93,4.7,outstanding,online,easy,0.0,good,poor,good,good,poor,95.0,Technology
873,20,Female,BSc,8.24,9.8,100,7.6,outstanding,online,hard,0.0,poor,outstanding,outstanding,good,poor,95.0,Business
874,21,Male,BCom,8.05,8.9,94,8.0,outstanding,group-study,moderate,2.4,good,poor,poor,poor,good,95.0,Creative
875,20,Male,BA,5.77,5.5,61,6.0,good,online,hard,5.4,poor,good,good,outstanding,outstanding,71.12,Business
876,24,Female,BTech,7.38,7.7,83,5.9,good,coaching,easy,0.0,good,poor,average,average,average,95.0,Public Service
877,23,Female,BA,7.18,7.3,80,6.6,good,group-study,moderate,0.0,good,good,outstanding,outstanding,outstanding,95.0,Technology
878,23,Male,BSc,9.18,2.7,73,4.0,poor,online,moderate,6.6,average,poor,outstanding,good,average,80.69,Public Service
879,19,Male,BTech,8.45,1.3,67,8.7,average,group-study,moderate,5.9,outstanding,good,outstanding,poor,average,86.64,Technology
880,18,Female,BSc,7.34,3.3,75,4.3,average,self-study,hard,4.4,good,outstanding,average,poor,average,86.82,Public Service
881,20,Female,BSc,7.43,5.7,91,5.3,average,coaching,easy,4.5,average,good,good,poor,average,85.54,Public Service
882,23,Female,BCA,5.42,4.5,89,4.7,good,group-study,moderate,3.8,average,poor,outstanding,outstanding,outstanding,88.46,Creative
883,23,Female,BCA,8.36,6.4,86,6.3,good,coaching,easy,2.4,poor,poor,poor,outstanding,poor,95.0,Public Service
884,20,Male,BBA,9.26,4.3,97,4.3,average,coaching,moderate,6.6,average,outstanding,good,good,outstanding,82.2,Business
885,23,Male,BCA,5.06,6.1,80,8.4,good,group-study,easy,4.8,good,good,poor,average,average,84.37,Public Service
886,19,Male,BCA,5.96,3.0,52,6.8,average,self-study,hard,4.8,poor,outstanding,average,poor,average,75.83,Public Service
887,22,Female,BCA,9.38,5.5,84,4.6,good,group-study,easy,1.4,good,poor,average,average,average,95.0,Public Service
888,20,Male,BSc,8.66,8.9,88,8.0,outstanding,coaching,easy,4.4,outstanding,outstanding,poor,good,outstanding,95.0,Business
889,21,Male,BCom,8.14,9.8,100,8.4,outstanding,coaching,moderate,1.3,average,good,average,average,average,95.0,Public Service
890,20,Male,BA,7.05,9.3,87,8.1,good,online,easy,4.0,good,outstanding,outstanding,good,outstanding,95.0,Technology
891,24,Male,BCA,8.47,7.4,89,8.5,outstanding,coaching,hard,1.1,average,outstanding,outstanding,good,good,95.0,Business
892,24,Female,BSc,9.26,4.6,72,8.6,good,online,hard,5.6,average,average,average,outstanding,poor,90.81,Public Service
893,24,Female,BA,9.65,7.6,92,7.1,outstanding,online,moderate,5.0,good,good,good,good,good,95.0,Technology
894,19,Male,BA,8.45,4.7,79,7.4,good,self-study,moderate,2.0,poor,good,outstanding,good,outstanding,81.59,Business
895,18,Female,BTech,8.16,0.7,60,7.7,average,self-study,moderate,6.2,outstanding,poor,average,average,poor,71.54,Research
896,20,Male,BSc,9.1,3.1,72,9.0,average,group-study,hard,4.7,good,good,average,outstanding,good,89.94,Business
897,24,Female,BTech,7.57,5.5,89,4.5,average,online,hard,3.9,good,poor,good,average,poor,88.45,Technology
898,18,Female,BA,8.01,5.0,97,6.9,good,coaching,hard,3.6,outstanding,poor,poor,good,outstanding,90.3,Research
